market,model,week_start,ctg_channels,local_channels,ctg_role,local_role,local_activity_count,ctg_activity_count,gap_score,harvest_score,duplication_score,confidence_score,confidence_level,data_quality_note,recommended_action,budget_direction,planning_bucket,recommendation_reason
PCH,Cayenne E4,2026-08-31,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Cayenne E4 in week 2026-08-31: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCH,Macan BEV,2026-08-31,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Macan BEV in week 2026-08-31: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCL,Cayenne E3 II,2026-08-31,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCL / Cayenne E3 II in week 2026-08-31: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E3 II,2026-08-31,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-08-31: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-08-31,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-08-31: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-08-31,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-08-31: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-08-31,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-08-31: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-08-31,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-08-31: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-08-31,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-08-31: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-08-31,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-08-31: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-08-31,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-08-31: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-08-31,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Macan BEV in week 2026-08-31: local activity is live (Search) but CTG has no matching support in the timeline.
PIT,Cayenne E4,2026-08-31,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-08-31: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-08-31,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-08-31: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-08-31,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-08-31: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-08-31,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-08-31: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-08-31,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-08-31: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-08-31,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-08-31: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-08-31,,"Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-08-31: local activity is live (Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
TRK,Cayenne E4,2026-08-31,,Programmatic,unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Cayenne E4 in week 2026-08-31: local activity is live (Programmatic) but CTG has no matching support in the timeline.
TRK,Macan BEV,2026-08-31,,Programmatic,unknown,upper_funnel,1,0,0,0,0,85.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Macan BEV in week 2026-08-31: local activity is live (Programmatic) but CTG has no matching support in the timeline.
PBR,Cayenne E4,2026-09-07,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E4 in week 2026-09-07: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-09-07,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Cayenne E4 in week 2026-09-07: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCH,Macan BEV,2026-09-07,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Macan BEV in week 2026-09-07: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCL,Cayenne E3 II,2026-09-07,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCL / Cayenne E3 II in week 2026-09-07: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E3 II,2026-09-07,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-09-07: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-09-07,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-09-07: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-09-07,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-09-07: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-09-07,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-09-07: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-09-07,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-09-07: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-09-07,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-09-07: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-09-07,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-09-07: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-09-07,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-09-07: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-09-07,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Macan BEV in week 2026-09-07: local activity is live (Search) but CTG has no matching support in the timeline.
PIT,Cayenne E4,2026-09-07,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-09-07: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-09-07,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-09-07: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-09-07,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-09-07: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-09-07,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-09-07: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-09-07,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-09-07: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-09-07,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-09-07: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-09-07,,"Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-09-07: local activity is live (Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
TRK,Cayenne E4,2026-09-07,,Programmatic,unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Cayenne E4 in week 2026-09-07: local activity is live (Programmatic) but CTG has no matching support in the timeline.
TRK,Macan BEV,2026-09-07,,Programmatic,unknown,upper_funnel,1,0,0,0,0,85.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Macan BEV in week 2026-09-07: local activity is live (Programmatic) but CTG has no matching support in the timeline.
PBR,Cayenne E4,2026-09-14,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E4 in week 2026-09-14: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-09-14,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Cayenne E4 in week 2026-09-14: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCH,Macan BEV,2026-09-14,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Macan BEV in week 2026-09-14: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCL,Cayenne E3 II,2026-09-14,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCL / Cayenne E3 II in week 2026-09-14: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E3 II,2026-09-14,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-09-14: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-09-14,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-09-14: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-09-14,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-09-14: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-09-14,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-09-14: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-09-14,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-09-14: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-09-14,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-09-14: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-09-14,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-09-14: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-09-14,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-09-14: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-09-14,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB SPA / Macan BEV in week 2026-09-14: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PIT,Cayenne E4,2026-09-14,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-09-14: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-09-14,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-09-14: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-09-14,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-09-14: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-09-14,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-09-14: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-09-14,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-09-14: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-09-14,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-09-14: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-09-14,,"Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-09-14: local activity is live (Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
TRK,Cayenne E4,2026-09-14,,Programmatic,unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Cayenne E4 in week 2026-09-14: local activity is live (Programmatic) but CTG has no matching support in the timeline.
TRK,Macan BEV,2026-09-14,,Programmatic,unknown,upper_funnel,1,0,0,0,0,85.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Macan BEV in week 2026-09-14: local activity is live (Programmatic) but CTG has no matching support in the timeline.
PBR,Cayenne E4,2026-09-21,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E4 in week 2026-09-21: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-09-21,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Cayenne E4 in week 2026-09-21: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCH,Macan BEV,2026-09-21,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Macan BEV in week 2026-09-21: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCL,Cayenne E3 II,2026-09-21,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCL / Cayenne E3 II in week 2026-09-21: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E3 II,2026-09-21,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-09-21: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-09-21,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-09-21: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-09-21,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-09-21: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-09-21,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-09-21: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-09-21,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-09-21: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-09-21,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-09-21: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-09-21,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-09-21: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-09-21,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-09-21: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-09-21,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB SPA / Macan BEV in week 2026-09-21: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PIT,Cayenne E4,2026-09-21,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-09-21: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-09-21,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-09-21: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-09-21,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-09-21: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-09-21,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-09-21: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-09-21,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-09-21: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-09-21,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-09-21: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-09-21,,"Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-09-21: local activity is live (Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
TRK,Cayenne E4,2026-09-21,,Programmatic,unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Cayenne E4 in week 2026-09-21: local activity is live (Programmatic) but CTG has no matching support in the timeline.
TRK,Macan BEV,2026-09-21,,Programmatic,unknown,upper_funnel,1,0,0,0,0,85.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,TRK / Macan BEV in week 2026-09-21: local activity is live (Programmatic) but CTG has no matching support in the timeline.
PBR,Cayenne E4,2026-09-28,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E4 in week 2026-09-28: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-09-28,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Cayenne E4 in week 2026-09-28: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCH,Macan BEV,2026-09-28,,"Display, Other Online Channel, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCH / Macan BEV in week 2026-09-28: local activity is live (Display, Other Online Channel, Search, Social) but CTG has no matching support in the timeline."
PCL,Cayenne E3 II,2026-09-28,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCL / Cayenne E3 II in week 2026-09-28: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E3 II,2026-09-28,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-09-28: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-09-28,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-09-28: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-09-28,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-09-28: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-09-28,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-09-28: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-09-28,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-09-28: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-09-28,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-09-28: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-09-28,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-09-28: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-09-28,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-09-28: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-09-28,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB SPA / Macan BEV in week 2026-09-28: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PIT,Cayenne E4,2026-09-28,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-09-28: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
